"","year","length","rating","genre"
"14433",1951,167,6.6,"Misc"
"14434",1937,8,7.4,"Animation"
"14435",1970,92,4.1,"Comedy"
"14436",1970,80,8,"Misc"
"14437",1979,184,7.2,"Misc"
"14438",1973,115,5.2,"Action"
"14439",1926,112,7.2,"Misc"
"14440",1998,104,5.2,"Comedy"
"14441",1967,83,8.4,"Comedy"
"14442",1995,97,6.5,"Comedy"
"14443",1945,75,6.2,"Comedy"
"14444",1990,100,5.4,"Comedy"
"14445",1957,110,7.5,"Drama"
"14446",1996,110,6,"Misc"
"14447",1964,89,7,"Misc"
"14448",1925,111,7.4,"Romance"
"14449",1973,132,4.1,"Comedy"
"14450",1992,111,5,"Misc"
"14451",1947,107,6.8,"Comedy"
"14452",1933,73,5.6,"Comedy"
"14453",1973,111,6.7,"Misc"
"14454",1934,10,5.1,"Short"
"14455",1946,63,5.9,"Misc"
"14456",1970,30,7.6,"Animation"
"14457",1969,100,4.8,"Misc"
"14458",1943,245,6.9,"Action"
"14459",1942,237,5.7,"Action"
"14460",1953,6,7.6,"Animation"
"14461",1976,90,6.8,"Comedy"
"14462",2001,89,5,"Drama"
"14463",1980,94,3.2,"Misc"
"14464",1958,6,6.8,"Animation"
"14465",1996,89,5.7,"Comedy"
"14466",1935,59,5.9,"Comedy"
"14467",1931,70,6.1,"Comedy"
"14468",1952,76,6.5,"Drama"
"14469",1961,89,6.3,"Comedy"
"14470",1993,70,9.1,"Misc"
"14471",1982,108,5.9,"Drama"
"14472",1994,90,3.6,"Comedy"
"14473",1969,100,5.5,"Comedy"
"14474",1949,85,5.6,"Comedy"
"14475",1945,71,7,"Misc"
"14476",1994,76,6,"Comedy"
"14477",1953,7,7.7,"Animation"
"14478",1959,89,6.3,"Comedy"
"14479",1999,95,5.1,"Comedy"
"14480",1982,82,2.2,"Misc"
"14481",1981,80,2.8,"Misc"
"14482",1957,107,6.2,"Comedy"
"14483",1980,82,3.1,"Misc"
"14484",1973,91,3.6,"Comedy"
"14485",1968,99,5.8,"Comedy"
"14486",1956,84,5,"Misc"
"14487",1962,86,3.9,"Misc"
"14488",2002,87,7.9,"Drama"
"14489",2003,89,1.3,"Misc"
"14490",1936,7,7.3,"Animation"
"14491",1973,110,7.5,"Misc"
"14492",1966,90,6.3,"Action"
"14493",1967,97,5.8,"Comedy"
"14494",1985,94,2.5,"Action"
"14495",1984,86,2.2,"Misc"
"14496",1975,90,4.3,"Misc"
"14497",1989,90,4.5,"Misc"
"14498",1973,90,2.8,"Comedy"
"14499",1967,99,4,"Comedy"
"14500",1998,8,2.5,"Short"
"14501",2001,113,6.2,"Drama"
"14502",1919,11,5.9,"Comedy"
"14503",1997,97,1.9,"Misc"
"14504",1944,90,6.3,"Comedy"
"14505",1942,22,6.3,"Drama"
"14506",1962,65,8.6,"Drama"
"14507",1990,101,4.9,"Comedy"
"14508",1991,102,5.2,"Comedy"
"14509",1937,62,5.5,"Comedy"
"14510",1999,3,6.1,"Short"
"14511",1951,16,6.2,"Comedy"
"14512",1936,68,6.7,"Drama"
"14513",2001,10,6.3,"Comedy"
"14514",1966,83,6.2,"Comedy"
"14515",1976,110,7,"Comedy"
"14516",1959,87,8.2,"Drama"
"14517",1952,7,7.7,"Animation"
"14518",1998,75,7,"Documentary"
"14519",1960,80,7.8,"Animation"
"14520",1944,7,7,"Animation"
"14521",1942,9,7.1,"Animation"
"14522",1936,8,6.9,"Animation"
"14523",1961,17,6.7,"Animation"
"14524",1959,27,7.9,"Animation"
"14525",1938,8,7.2,"Animation"
"14526",1941,7,6.9,"Animation"
"14527",1939,7,6.9,"Animation"
"14528",1945,8,7.6,"Animation"
"14529",1942,5,6,"Animation"
"14530",1954,7,7.1,"Animation"
"14531",1947,7,6,"Animation"
"14532",1940,8,7.2,"Animation"
"14533",1946,7,7.3,"Animation"
"14534",1948,7,6.9,"Animation"
"14535",1942,7,6,"Animation"
"14536",1942,7,7.8,"Animation"
"14537",1938,8,7.2,"Animation"
"14538",1949,7,6.6,"Animation"
"14539",1939,8,8.1,"Animation"
"14540",1938,8,6.9,"Animation"
"14541",1944,7,7.3,"Animation"
"14542",1937,9,6.7,"Animation"
"14543",1939,7,6.7,"Animation"
"14544",1942,7,8.5,"Animation"
"14545",1943,7,6.6,"Animation"
"14546",1940,8,7.4,"Animation"
"14547",2003,89,5.9,"Drama"
"14548",2004,82,8,"Drama"
"14549",2002,84,8.7,"Drama"
"14550",1961,80,3,"Misc"
"14551",1995,101,5.5,"Comedy"
"14552",1998,69,7.5,"Drama"
"14553",2001,97,7.7,"Misc"
"14554",1997,14,3.7,"Drama"
"14555",1996,94,6.5,"Drama"
"14556",1997,86,6.6,"Misc"
"14557",2002,102,6.6,"Misc"
"14558",1993,85,7.3,"Drama"
"14559",1984,93,8.4,"Drama"
"14560",2000,110,7.4,"Romance"
"14561",1998,2,4.8,"Animation"
"14562",1987,85,4.6,"Comedy"
"14563",1984,83,5.9,"Misc"
"14564",1957,96,5.4,"Action"
"14565",1976,85,5,"Misc"
"14566",1955,105,5.9,"Drama"
"14567",1976,105,6.6,"Misc"
"14568",1988,90,5.9,"Drama"
"14569",1979,90,2.4,"Misc"
"14570",1956,93,6.9,"Drama"
"14571",1999,77,4.8,"Comedy"
"14572",1963,110,5.6,"Documentary"
"14573",1963,92,6.8,"Drama"
"14574",1991,115,5.1,"Misc"
"14575",1949,89,5.7,"Drama"
"14576",1936,92,7.4,"Misc"
"14577",1975,74,5.1,"Drama"
"14578",1997,127,7.6,"Drama"
"14579",2001,133,8.3,"Drama"
"14580",2003,80,4.1,"Misc"
"14581",1993,4,3.4,"Animation"
"14582",1997,94,4.6,"Action"
"14583",2000,95,5.4,"Romance"
"14584",1953,83,5.7,"Misc"
"14585",1963,109,6.5,"Action"
"14586",1967,96,7.5,"Documentary"
"14587",1999,84,5.2,"Misc"
"14588",2000,15,6.2,"Drama"
"14589",1957,125,7.3,"Comedy"
"14590",1975,107,6,"Drama"
"14591",1934,106,6.8,"Misc"
"14592",1996,6,6.7,"Animation"
"14593",1949,90,6.1,"Misc"
"14594",1987,77,2.9,"Comedy"
"14595",1995,72,5,"Drama"
"14596",1941,62,7.8,"Action"
"14597",1940,68,5.1,"Misc"
"14598",2004,7,7.8,"Documentary"
"14599",1972,83,4.5,"Misc"
"14600",1999,89,3.6,"Drama"
"14601",1972,88,2.3,"Drama"
"14602",2000,93,4.3,"Action"
"14603",1972,92,5.5,"Misc"
"14604",1977,9,7.4,"Animation"
"14605",2004,111,6.9,"Drama"
"14606",1991,91,6.2,"Misc"
"14607",1940,79,5.9,"Drama"
"14608",1961,80,4.3,"Drama"
"14609",1991,140,6.7,"Drama"
"14610",1930,78,6.1,"Drama"
"14611",2000,90,4,"Misc"
"14612",2001,98,6.2,"Action"
"14613",2003,85,5.2,"Comedy"
"14614",1950,15,7.7,"Comedy"
"14615",2004,89,6.9,"Comedy"
"14616",2000,88,6.3,"Comedy"
"14617",1993,104,4.1,"Misc"
"14618",2001,14,7.7,"Short"
"14619",2000,12,6.5,"Short"
"14620",1950,105,7,"Comedy"
"14621",2000,111,7,"Action"
"14622",2001,89,4.3,"Misc"
"14623",2004,88,6.3,"Comedy"
"14624",1970,93,4.9,"Misc"
"14625",1981,84,2.5,"Misc"
"14626",2000,75,8,"Misc"
"14627",1998,98,5.6,"Drama"
"14628",1981,105,8.3,"Drama"
"14629",2002,78,6.3,"Drama"
"14630",1958,48,6,"Documentary"
"14631",1988,94,7.9,"Drama"
"14632",1958,105,8.8,"Drama"
"14633",1981,98,7.3,"Drama"
"14634",1974,92,6.2,"Drama"
"14635",1924,135,7.2,"Drama"
"14636",1958,92,6.9,"Misc"
"14637",1953,100,5.7,"Drama"
"14638",2005,4,4.3,"Short"
"14639",1958,93,6.5,"Drama"
"14640",1959,80,6.8,"Comedy"
"14641",2000,90,7.1,"Drama"
"14642",1976,94,1,"Comedy"
"14643",1987,112,3.2,"Comedy"
"14644",1997,110,8,"Comedy"
"14645",1974,10,2.4,"Comedy"
"14646",1953,123,8.5,"Comedy"
"14647",2003,99,6.2,"Action"
"14648",1969,92,3.3,"Misc"
"14649",1959,78,5.3,"Comedy"
"14650",1962,100,2.3,"Misc"
"14651",1978,108,8,"Drama"
"14652",1955,115,6.1,"Drama"
"14653",1980,152,7,"Action"
"14654",1964,163,9.2,"Drama"
"14655",1971,138,7,"Action"
"14656",2002,92,6.3,"Comedy"
"14657",1986,75,6.2,"Animation"
"14658",1984,81,6.2,"Animation"
"14659",1985,70,6.1,"Animation"
"14660",1965,10,8.2,"Animation"
"14661",1987,75,5.2,"Animation"
"14662",1986,75,4.6,"Animation"
"14663",2003,92,6.7,"Drama"
"14664",2004,87,5,"Misc"
"14665",1988,118,5.9,"Misc"
"14666",1962,88,6.2,"Misc"
"14667",1992,96,5.9,"Misc"
"14668",2003,82,4.5,"Drama"
"14669",1940,3,6.7,"Animation"
"14670",1989,110,7.2,"Drama"
"14671",1980,94,3.7,"Comedy"
"14672",1976,91,4.2,"Comedy"
"14673",1991,120,6.9,"Misc"
"14674",1997,110,7.1,"Misc"
"14675",1992,95,3.4,"Comedy"
"14676",1974,73,3.1,"Action"
"14677",2001,104,5.2,"Action"
"14678",1994,89,2.2,"Action"
"14679",1961,92,5.9,"Comedy"
"14680",1942,7,6.1,"Animation"
"14681",1994,94,4.4,"Drama"
"14682",1938,62,6,"Comedy"
"14683",2004,81,4.6,"Documentary"
"14684",1950,64,6.6,"Drama"
"14685",1981,90,4.4,"Drama"
"14686",2001,87,4.3,"Action"
"14687",1994,89,3.1,"Action"
"14688",1946,7,6.4,"Animation"
"14689",1951,80,5,"Comedy"
"14690",1954,61,5.3,"Misc"
"14691",1982,94,4.6,"Drama"
"14692",1993,93,3.5,"Misc"
"14693",2000,93,6.1,"Misc"
"14694",1994,87,7.2,"Drama"
"14695",1933,69,7.7,"Comedy"
"14696",1991,109,4.5,"Action"
"14697",1944,110,8.5,"Drama"
"14698",1955,70,6.1,"Misc"
"14699",1999,105,5.9,"Drama"
"14700",1947,104,7.2,"Drama"
"14701",1967,105,5.3,"Drama"
"14702",1979,101,5.5,"Misc"
"14703",1980,96,4.3,"Misc"
"14704",1977,87,2.9,"Action"
"14705",1994,84,3.4,"Misc"
"14706",2000,98,6.4,"Comedy"
"14707",1990,95,2.9,"Misc"
"14708",1997,86,5,"Misc"
"14709",2001,91,4.8,"Action"
"14710",1937,10,5.8,"Short"
"14711",1997,87,5.3,"Action"
"14712",1987,102,2.9,"Action"
"14713",1997,93,3.9,"Action"
"14714",1993,94,3.9,"Misc"
"14715",1967,90,3.9,"Misc"
"14716",1937,87,7.1,"Comedy"
"14717",2001,100,5.6,"Comedy"
"14718",1929,20,7.4,"Comedy"
"14719",1992,95,3.4,"Misc"
"14720",1997,8,7.4,"Short"
"14721",1986,90,6.6,"Comedy"
"14722",1955,7,8,"Animation"
"14723",1937,90,6.9,"Comedy"
"14724",1940,18,8.1,"Comedy"
"14725",1997,88,8.7,"Action"
"14726",1935,73,6.4,"Comedy"
"14727",1943,109,7.5,"Drama"
"14728",1971,85,5.8,"Comedy"
"14729",1901,1,3.3,"Short"
"14730",2000,10,7,"Short"
"14731",1999,77,4.5,"Animation"
"14732",1970,82,8.6,"Misc"
"14733",1948,7,6.8,"Animation"
"14734",1914,33,6.7,"Comedy"
"14735",1949,7,7.7,"Animation"
"14736",1930,81,5.7,"Comedy"
"14737",1943,61,1,"Misc"
"14738",1944,102,6.3,"Comedy"
"14739",1936,63,4.7,"Comedy"
"14740",1963,26,7.2,"Short"
"14741",1970,90,5.8,"Misc"
"14742",1996,25,7.8,"Short"
"14743",2000,80,6.3,"Documentary"
"14744",1962,108,8,"Misc"
"14745",1931,18,7.5,"Documentary"
"14746",2002,80,5.4,"Misc"
"14747",1991,94,7.4,"Misc"
"14748",1993,148,6.9,"Drama"
"14749",1978,115,5.8,"Comedy"
"14750",1979,86,6.1,"Comedy"
"14751",1974,105,5.8,"Drama"
"14752",1942,9,7.7,"Animation"
"14753",1970,73,6.5,"Misc"
"14754",1980,118,6,"Drama"
"14755",2001,110,4.5,"Action"
"14756",2003,5,6.5,"Short"
"14757",2000,102,3.1,"Misc"
"14758",1953,87,5.6,"Comedy"
"14759",1952,82,5,"Comedy"
"14760",1940,89,6.6,"Comedy"
"14761",1956,6,6.1,"Animation"
"14762",1949,67,5.5,"Misc"
"14763",2000,98,6.9,"Documentary"
"14764",2003,82,8.9,"Misc"
"14765",1953,54,6,"Misc"
"14766",1941,77,5.3,"Misc"
"14767",1946,75,4.7,"Comedy"
"14768",1984,117,2.4,"Drama"
"14769",1996,92,5.2,"Comedy"
"14770",1996,15,5.5,"Comedy"
"14771",1954,85,7.4,"Drama"
"14772",2001,90,3.5,"Drama"
"14773",1987,89,4.2,"Action"
"14774",2005,93,5.8,"Comedy"
"14775",1974,75,6.7,"Animation"
"14776",1986,57,6,"Documentary"
"14777",1986,103,5.9,"Comedy"
"14778",2001,88,6,"Comedy"
"14779",1961,7,3.4,"Animation"
"14780",1986,107,7.6,"Comedy"
"14781",1997,87,1.3,"Action"
"14782",1998,112,7,"Drama"
"14783",1936,66,5.9,"Drama"
"14784",1947,101,6,"Comedy"
"14785",2001,87,5.1,"Comedy"
"14786",1997,47,5.9,"Misc"
"14787",1934,64,5.4,"Comedy"
"14788",2000,91,4.7,"Comedy"
"14789",1922,83,6.4,"Drama"
"14790",1949,120,7.1,"Drama"
"14791",2003,101,6.5,"Comedy"
"14792",1954,6,5.9,"Animation"
"14793",1927,74,6.4,"Drama"
"14794",1999,103,5.5,"Drama"
"14795",1969,101,6,"Drama"
"14796",2000,8,7.8,"Animation"
"14797",2003,28,4.6,"Short"
"14798",1932,77,6.6,"Drama"
"14799",1985,62,5.6,"Misc"
"14800",1997,90,3.6,"Romance"
"14801",1990,96,5.2,"Action"
"14802",1975,82,3.4,"Comedy"
"14803",2004,94,6.8,"Documentary"
"14804",2001,97,3.9,"Misc"
"14805",1990,81,5.7,"Misc"
"14806",1998,12,9.7,"Drama"
"14807",1969,106,6.1,"Romance"
"14808",1962,87,5.6,"Comedy"
"14809",2000,122,4.8,"Comedy"
"14810",1988,90,3.3,"Comedy"
"14811",1997,85,7.8,"Comedy"
"14812",1976,85,3.9,"Misc"
"14813",1961,92,4.1,"Misc"
"14814",1942,68,5.1,"Misc"
"14815",1989,80,6.5,"Comedy"
"14816",1940,68,5.6,"Drama"
"14817",1962,98,5.3,"Drama"
"14818",1940,76,6,"Misc"
"14819",1973,87,3.6,"Misc"
"14820",1964,7,6.1,"Animation"
"14821",2001,87,5.1,"Comedy"
"14822",1928,25,7.9,"Animation"
"14823",1940,103,7.4,"Drama"
"14824",1992,95,3.8,"Comedy"
"14825",1943,89,5.5,"Drama"
"14826",1942,87,6,"Drama"
"14827",1965,88,4.7,"Comedy"
"14828",1980,99,3.8,"Comedy"
"14829",2003,91,3,"Misc"
"14830",1912,12,4.8,"Short"
"14831",1931,96,7.6,"Drama"
"14832",1932,10,5.1,"Short"
"14833",1941,90,6.7,"Drama"
"14834",1947,7,7.1,"Animation"
"14835",1995,90,4.2,"Comedy"
"14836",1971,94,6,"Misc"
"14837",1972,96,5.5,"Misc"
"14838",1982,88,2.2,"Misc"
"14839",1954,7,7.1,"Animation"
"14840",1940,79,6.1,"Drama"
"14841",1940,75,5.9,"Drama"
"14842",1940,77,6.2,"Drama"
"14843",1942,92,6.2,"Drama"
"14844",1941,83,5.7,"Drama"
"14845",1990,112,4.5,"Misc"
"14846",1922,231,7.5,"Misc"
"14847",1975,94,4.8,"Comedy"
"14848",1934,53,5.4,"Drama"
"14849",1949,73,5.8,"Misc"
"14850",1962,110,7.2,"Action"
"14851",1986,97,3.8,"Comedy"
"14852",1986,80,6.8,"Misc"
"14853",1972,89,6.3,"Romance"
"14854",1942,58,5.6,"Misc"
"14855",1938,80,5.6,"Comedy"
"14856",1935,70,6.4,"Drama"
"14857",1990,75,1.2,"Misc"
"14858",1964,93,8.7,"Comedy"
"14859",1966,79,2.3,"Comedy"
"14860",1965,98,6.3,"Misc"
"14861",1965,82,5.4,"Misc"
"14862",1999,97,4.9,"Misc"
"14863",1987,75,6,"Drama"
"14864",1958,82,7.4,"Misc"
"14865",1979,109,5.8,"Romance"
"14866",1992,128,7.1,"Drama"
"14867",1969,80,4.1,"Comedy"
"14868",2000,99,4.9,"Misc"
"14869",2004,86,1.8,"Misc"
"14870",1972,96,4.8,"Comedy"
"14871",1979,22,4.4,"Short"
"14872",1981,100,4.7,"Misc"
"14873",1968,92,6.1,"Romance"
"14874",2003,85,4.2,"Misc"
"14875",1993,85,2.3,"Romance"
"14876",1979,86,3.8,"Comedy"
"14877",1971,90,2.3,"Misc"
"14878",2002,90,2.6,"Action"
"14879",1936,71,6.4,"Misc"
"14880",1978,90,3.4,"Misc"
"14881",1989,86,2.6,"Misc"
"14882",1995,88,4.6,"Comedy"
"14883",2002,73,7.3,"Misc"
"14884",1966,86,6.4,"Misc"
"14885",1937,58,5.9,"Drama"
"14886",1942,8,6.7,"Animation"
"14887",1945,7,7.2,"Animation"
"14888",1957,6,6.4,"Animation"
"14889",1993,40,7.8,"Short"
"14890",2004,20,8.6,"Short"
"14891",1966,9,6.9,"Animation"
"14892",1954,7,7.6,"Animation"
"14893",1947,71,6.9,"Drama"
"14894",1954,88,6.3,"Drama"
"14895",1987,106,5.5,"Comedy"
"14896",1985,82,2.3,"Action"
"14897",1954,7,6.9,"Animation"
"14898",1992,45,6.3,"Animation"
"14899",1992,46,5.8,"Animation"
"14900",1993,43,7.4,"Animation"
"14901",1996,75,4,"Misc"
"14902",1993,90,4.2,"Action"
"14903",1934,68,6.5,"Misc"
"14904",1944,145,6,"Drama"
"14905",1986,100,6,"Misc"
"14906",1979,87,5.7,"Action"
"14907",1993,119,6.7,"Action"
"14908",1987,86,2.7,"Drama"
"14909",1990,83,2.5,"Misc"
"14910",2000,10,5.5,"Short"
"14911",1976,98,4.7,"Drama"
"14912",2002,104,5.8,"Drama"
"14913",1954,82,5.7,"Misc"
"14914",1986,79,3.4,"Misc"
"14915",1981,109,6.4,"Action"
"14916",1993,33,7.9,"Short"
"14917",1994,86,5.4,"Misc"
"14918",1946,103,6.7,"Drama"
"14919",1957,88,5.1,"Misc"
"14920",1957,69,4.7,"Action"
"14921",1958,68,5.1,"Drama"
"14922",1959,78,6.9,"Drama"
"14923",1956,85,8.4,"Drama"
"14924",1938,80,6,"Drama"
"14925",1970,106,6.5,"Comedy"
"14926",1953,81,6.2,"Drama"
"14927",1957,92,5.1,"Drama"
"14928",1982,103,6.9,"Comedy"
"14929",1993,2,6.4,"Animation"
"14930",2004,7,8.5,"Comedy"
"14931",1996,76,5,"Comedy"
"14932",1985,6,6.2,"Animation"
"14933",1997,92,4.5,"Misc"
"14934",1990,85,2.4,"Misc"
"14935",1999,99,7.1,"Drama"
"14936",1935,8,6.5,"Documentary"
"14937",1992,60,6.1,"Documentary"
"14938",1988,86,4.3,"Misc"
"14939",1954,61,1.1,"Comedy"
"14940",1948,85,4.5,"Comedy"
"14941",1994,50,6.7,"Documentary"
"14942",1933,19,7,"Comedy"
"14943",1985,37,7.8,"Documentary"
"14944",1999,8,5.7,"Comedy"
"14945",1994,103,5.7,"Drama"
"14946",1981,98,5.1,"Drama"
"14947",1921,102,5.8,"Drama"
"14948",1989,113,6.1,"Comedy"
"14949",1990,90,4.3,"Comedy"
"14950",1934,7,7.5,"Animation"
"14951",2004,95,2.7,"Action"
"14952",1953,100,5.4,"Comedy"
"14953",2002,10,7.2,"Short"
"14954",1989,114,5.2,"Comedy"
"14955",1995,91,3.1,"Comedy"
"14956",1996,90,6,"Comedy"
"14957",1969,107,6.6,"Drama"
"14958",1978,110,6.8,"Drama"
"14959",1906,7,6.9,"Short"
"14960",2005,40,7.7,"Documentary"
"14961",1997,97,6.5,"Comedy"
"14962",1985,96,6,"Misc"
"14963",1911,11,5.7,"Drama"
"14964",2003,100,7.6,"Animation"
"14965",1986,82,4.3,"Misc"
"14966",1952,83,6.7,"Comedy"
"14967",2003,134,5.2,"Misc"
"14968",1982,95,6,"Drama"
"14969",1985,94,7,"Misc"
"14970",2004,93,9,"Drama"
"14971",1999,93,7,"Comedy"
"14972",2003,112,7,"Drama"
"14973",1940,81,6.2,"Comedy"
"14974",1999,92,5.1,"Drama"
"14975",2003,109,6.6,"Comedy"
"14976",1988,87,3,"Drama"
"14977",1974,86,8.4,"Documentary"
"14978",1996,86,4.2,"Misc"
"14979",1993,92,3.1,"Drama"
"14980",1940,10,5.5,"Short"
"14981",1982,95,3.9,"Misc"
"14982",1947,99,8,"Misc"
"14983",1970,83,4.4,"Drama"
"14984",1984,99,6.3,"Misc"
"14985",2003,6,6.5,"Animation"
"14986",1972,45,3.3,"Misc"
"14987",1976,72,4.8,"Comedy"
"14988",1988,50,6.4,"Comedy"
"14989",1981,91,2.4,"Comedy"
"14990",1998,90,6.8,"Comedy"
"14991",1961,87,5.9,"Comedy"
"14992",1977,95,4,"Comedy"
"14993",2002,96,7.5,"Drama"
"14994",1985,105,8.2,"Comedy"
"14995",1930,99,7.3,"Comedy"
"14996",1962,124,5.5,"Drama"
"14997",1958,97,5.4,"Comedy"
"14998",1977,83,6.2,"Drama"
"14999",1984,80,5.5,"Misc"
"15000",1991,111,6.7,"Drama"
"15001",1999,84,4.6,"Misc"
"15002",1984,30,8.4,"Short"
"15003",1986,98,4.6,"Comedy"
"15004",1941,74,6.2,"Misc"
"15005",1946,76,6.4,"Misc"
"15006",1980,104,6.9,"Misc"
"15007",1983,118,7.6,"Drama"
"15008",1988,90,6.7,"Drama"
"15009",1981,106,7.8,"Misc"
"15010",2004,32,7.4,"Comedy"
"15011",1992,103,5.3,"Drama"
"15012",2001,89,8,"Drama"
"15013",1936,56,5.8,"Misc"
"15014",1932,71,4.5,"Drama"
"15015",1988,89,4.6,"Misc"
"15016",1929,49,7.6,"Documentary"
"15017",1946,59,4.4,"Misc"
"15018",1999,10,5,"Short"
"15019",2004,21,9.9,"Drama"
"15020",1947,88,5.1,"Drama"
"15021",1997,100,5.2,"Misc"
"15022",2003,20,4.1,"Short"
"15023",1979,96,4.4,"Drama"
"15024",1959,79,6.8,"Comedy"
"15025",1997,84,3.3,"Misc"
"15026",1998,94,6.1,"Drama"
"15027",1948,7,7.7,"Animation"
"15028",1951,7,7.7,"Animation"
"15029",1979,111,6.9,"Comedy"
"15030",1976,111,7.2,"Misc"
"15031",1972,107,6.9,"Misc"
"15032",1997,117,6.4,"Action"
"15033",2002,102,6.6,"Misc"
"15034",1995,13,6.9,"Short"
"15035",1999,91,5.1,"Comedy"
"15036",2004,5,6.8,"Short"
"15037",1954,83,6,"Misc"
"15038",1971,90,5.3,"Comedy"
"15039",1976,96,5.6,"Comedy"
"15040",1987,60,2.4,"Documentary"
"15041",1976,78,2.1,"Misc"
"15042",1994,120,9.8,"Documentary"
"15043",2001,57,8.3,"Documentary"
"15044",1996,103,4.7,"Misc"
"15045",2001,116,4.4,"Action"
"15046",1991,97,5.7,"Misc"
"15047",1946,102,6.1,"Drama"
"15048",1978,91,6.7,"Drama"
"15049",1995,88,9,"Misc"
"15050",1904,1,3.3,"Documentary"
"15051",2002,35,9.6,"Short"
"15052",1989,99,7.4,"Comedy"
"15053",1979,86,1.8,"Comedy"
"15054",1994,162,8.8,"Drama"
"15055",1988,70,5.2,"Misc"
"15056",1995,90,3.1,"Action"
"15057",1997,95,2.1,"Comedy"
"15058",1963,95,4.3,"Misc"
"15059",1958,6,4.6,"Animation"
"15060",1951,7,6.9,"Animation"
"15061",1951,7,7.1,"Animation"
"15062",2000,93,4.8,"Comedy"
"15063",1966,100,4.8,"Comedy"
"15064",1991,103,4.5,"Comedy"
"15065",2001,93,2,"Misc"
"15066",1927,62,4,"Drama"
"15067",1994,86,3.9,"Drama"
"15068",1994,101,5.5,"Action"
"15069",1999,105,5.2,"Misc"
"15070",2004,9,7.7,"Comedy"
"15071",2002,75,7.1,"Documentary"
"15072",2001,7,5,"Short"
"15073",2002,20,6.4,"Drama"
"15074",2000,95,5.4,"Comedy"
"15075",1975,109,6.3,"Misc"
"15076",1988,118,7.1,"Comedy"
"15077",1997,72,2.7,"Documentary"
"15078",1999,88,5.1,"Misc"
"15079",2003,9,7.1,"Short"
"15080",1987,83,7.3,"Drama"
"15081",1951,22,4.4,"Drama"
"15082",1925,50,8,"Comedy"
"15083",1961,88,7.2,"Drama"
"15084",1986,90,3.4,"Comedy"
"15085",1979,96,5.5,"Drama"
"15086",1933,17,6.4,"Comedy"
"15087",2004,117,9.4,"Drama"
"15088",2000,6,6.1,"Short"
"15089",1989,100,7.4,"Drama"
"15090",1976,100,4.2,"Action"
"15091",2004,94,4,"Misc"
"15092",1991,26,4.5,"Comedy"
"15093",1938,96,7.4,"Misc"
"15094",2002,118,5.3,"Comedy"
"15095",1954,78,6,"Misc"
"15096",1939,103,7.3,"Misc"
"15097",1951,87,5.9,"Misc"
"15098",1963,92,3.5,"Misc"
"15099",1940,269,8.3,"Action"
"15100",1943,69,6.3,"Misc"
"15101",1931,75,4.9,"Drama"
"15102",1928,100,4.8,"Drama"
"15103",1954,73,4.4,"Misc"
"15104",1939,22,5.7,"Drama"
"15105",1909,13,5.3,"Drama"
"15106",1995,90,6,"Drama"
"15107",2004,95,6.8,"Drama"
"15108",2003,89,8.1,"Comedy"
"15109",1996,8,4.1,"Short"
"15110",1956,87,5.5,"Comedy"
"15111",2005,76,6.6,"Comedy"
"15112",1989,97,6.8,"Drama"
"15113",1920,12,4.2,"Comedy"
"15114",1978,90,3.8,"Misc"
"15115",1963,69,5.4,"Drama"
"15116",1998,86,6.5,"Drama"
"15117",1985,95,6.7,"Misc"
"15118",1937,22,6.1,"Comedy"
"15119",1943,101,6.1,"Comedy"
"15120",1930,112,3.3,"Drama"
"15121",1989,70,1,"Misc"
"15122",1994,90,4.8,"Drama"
"15123",1975,81,7.2,"Action"
"15124",1956,91,2.5,"Comedy"
"15125",1978,90,8.1,"Romance"
"15126",1986,90,7.6,"Misc"
"15127",2001,85,4.4,"Comedy"
"15128",2000,85,6.2,"Comedy"
"15129",1955,120,8,"Misc"
"15130",1989,126,7.2,"Misc"
"15131",1994,126,6.8,"Action"
"15132",1990,101,6.7,"Misc"
"15133",2001,55,8.3,"Drama"
"15134",1991,116,6.5,"Comedy"
"15135",1999,93,4.8,"Misc"
"15136",1984,84,4.2,"Comedy"
"15137",1946,81,6.3,"Misc"
"15138",2001,12,6.3,"Short"
"15139",2004,83,9,"Comedy"
"15140",2000,75,6.8,"Drama"
"15141",1967,111,7.3,"Action"
"15142",1958,62,5.5,"Misc"
"15143",1963,105,5.3,"Drama"
"15144",1976,100,5.2,"Comedy"
"15145",1926,70,8.5,"Comedy"
"15146",1950,98,5.9,"Comedy"
"15147",1953,7,8.4,"Animation"
"15148",2001,8,6.1,"Short"
"15149",1952,7,6.6,"Animation"
"15150",1932,7,6.6,"Animation"
"15151",1945,8,6.4,"Animation"
"15152",1927,20,7.5,"Comedy"
"15153",1933,68,8.3,"Comedy"
"15154",1942,17,9,"Comedy"
"15155",1944,7,7,"Animation"
"15156",1951,9,6.2,"Animation"
"15157",1953,7,8.4,"Animation"
"15158",2005,21,8.8,"Comedy"
"15159",1990,74,6.3,"Animation"
"15160",1957,7,6.8,"Animation"
"15161",1950,7,7.2,"Animation"
"15162",1997,46,6.6,"Animation"
"15163",1942,7,6.4,"Animation"
"15164",2002,90,5.7,"Comedy"
"15165",1972,92,5.4,"Drama"
"15166",1941,59,5.1,"Misc"
"15167",1951,8,8.4,"Animation"
"15168",1948,86,6.5,"Comedy"
"15169",1934,65,6.4,"Misc"
"15170",2000,83,4.6,"Comedy"
